Designação,Nome,Logradouro,Bairro,Número,Complemento,CEP,IDEB 1º Segmento,IDEB 2º Segmento,Latitude,Longitude,Ginásio Carioca,Acessibilidade,Séries Atendidas,Turnos Atendidos,Ginásio Olímpico,Diretor,Telefone,INEP,Coordenador Pedagógico
0625810,PROFESSORA MARISE GARCIA MIRANDA,Alameda dos Canários,Pavuna,S/Nº,,21521-380,,,"-22.9035393","-43.2095869",N,N,Pré-Escola,,N,ROSANE GIL DO AMARAL,2407-5499/2407-5741,33088039,ANA LUCIA FERNANDES DA SILVA
0625811,ANA MARIA CRISTINA MARQUES RIBEIRO,Rua Genésio Pires,Coelho Neto,S/Nº,,21530-060,,,"-22.9035393","-43.2095869",N,N,Pré-Escola,,N,DEISE DA CRUZ DOMINGUES,2407-5599/2407-5415,33088020,SOLANGE GOES SANTOS OLIVEIRA
0625812,AMARELINHO,Av. Brasil,Irajá,18.476,,21530-000,,,"-22.9035393","-43.2095869",N,S,Pré-Escola,,N,ROSANGELA DOS SANTOS DE SANT ANA,3372-6780/3372-6166,33073953,ANA MARIA TOLEDO ROCHA VIEIRA
0625813,PROFESSORA GRACÍLIA ROSA DE BELÉM MAYOR,Rua Capitão Gouveia,Pavuna,S/Nº,,21520-030,,,"-22.811120","-43.364641",N,N,Creche/Pré-Escola,Integral,N,TATIANA GERMANO DE SOUZA ARAUJO,2407-2239/2407-4136,,ROSELAINE ROSA BRUM ALVES
0625814,PROFESSORA ROSEANE VASCONCELLOS,Rua Projetada A,Barros Filho,S/N.º,,,,,"","",N,N,,,N,,,,
0625815,BOTUMIRIM,,,,,,,,"","",N,N,,,N,,,,
0625816,PROFESSORA REGINA CELI RABELO DE ALMEIDA,,,,,,,,"","",,,,,N,MARILENE MIRANDA SAMPAIO,,,
0625901,DA RUA GIL EANES,,,,,,,,"-22.9035393","-43.2095869",N,N,,,N,,,,
0716001,FRANCIS HIME,Estr. Pau da Fome,Jacarepaguá,196,,22723-497,6.6,6.1,"-22.9183453469973","-43.4158749399512",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano/Pré-Escola/Realfabetização 1,,N,MARCIA ALVES DE PAULA FREITAS,3412-8280/3412-8281,33077894,LEDA LINS DA SILVA
0716002,LUIZ CAMILLO,Estr. do Rio Pequeno,Jacarepaguá,56,,22723-190,4.2,,"-22.9141647664024","-43.4214231546153",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola/Realfabetização 1,1º Turno/2º Turno,N,ISABEL CRISTINA DE BARROS SERAPHIM,3412-8424/3412-8612,33078092,
0716003,JORNALISTA CAMPOS RIBEIRO,Rua Hugo Thompson Nogueira,Curicica,S/N.º,,22780-290,,4.3,"-22.9630847583374","-43.4080727579145",N,S,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Realfabetização 2,1º Turno/2º Turno,N,MARIA DAS GRACAS THOME LARA JAPPONI,2408-5469/2408-0036,33077991,ANGELA MARIA DE OLIVEIRA BARRETO
0716004,JULIANO MOREIRA,Estr. Rodrigues Caldas,Taquara,34000,,22713-370,5.2,,"-22.9327680955538","-43.3941255967961",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/Pré-Escola,1º Turno/2º Turno,N,LUISA MANOELA PINTO RIBEIRO,3347-3190/3347-3317,33078041,ELZA MARIA MATTOS MEDRADO
0716005,ADALGISA MONTEIRO,Estr. Bouganville,Jacarepaguá,346,,22753-210,5.8,,"-22.9723089903792","-43.327171108353",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2,1º Turno/2º Turno/EJA,N,ANA MALVINA DE OLIVEIRA SOBRAL,2493-4005/3152-0169,33077681,VERA REGINA SOUZA DOS SANTOS
0716006,DESEMBARGADOR NEY PALMEIRO,Rua Igarapé-Açu,Camorim,340,,22783-140,5.3,,"-22.9684321170462","-43.4124709145527",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/Pré-Escola/Realfabetização 1,1º Turno/2º Turno,N,FLAVIA DOS SANTOS MATTOSO,2408-5482/2408-6042,33077827,CELIA DE SOUZA LOBO ARAUJO
0716007,FINLANDIA,Av. Canal do Rio Caçambê,Jacarepaguá,392,,22780-060,,4.7,"-22.9715021819183","-43.4097384856651",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3,1º Turno/2º Turno,N,MARIA DA CONCEICAO CLAUDIO,2442-2757/2442-2680,33077886,JOSE CARLOS DA SILVA
0716008,MANO DECIO DA VIOLA,Rua Zumba Lot. Iv Centenário,Jacarepaguá,S/N.º,,22753-220,6.4,,"-22.9511816813096","-43.3777974939435",N,S,4º Ano/4º Ano - NCM/5º Ano/6º Ano/Classe Especial,1º Turno/2º Turno,N,MARCIA CRISTINA MARQUES PEREIRA RAMOS,2427-0011/2427-0004,33078122,REGINA MARIA PEREIRA DE QUEIROZ
0716009,DENISE MARIA TORRES,Rua Das Pastorinhas,Jacarepaguá,S/N°,,22723-260,6.8,,"-22.9203878945631","-43.4078226080492",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/Pré-Escola,1º Turno/2º Turno,N,ZELMA DE PAIVA MATERA,3412-8305/3412-8488,33077819,FABIANA DE CASTRO CHRISPIM PIRES
0716010,MARIA FLORINDA PAIVA DA CRUZ,Rua Oscar Lopes,Anil,S/N°,,22755-140,,,"-22.9515222982512","-43.3328065375631",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola/Realfabetização 1,1º Turno/2º Turno,N,CLICIANE FERREIRA TELES,3392-0738/3392-1175,33078157,LUCIA HELENA VIANNA PEREIRA
0716011,MARECHAL CANROBERT PEREIRA DA COSTA,Estr. Engenho D'Água,Anil,S/N°,,22765-240,,4.1,"-22.9553146760763","-43.340521849526",N,S,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/PROJOVEM,,N,MONICA GIESBRECHT FORMIGA NOGUEIRA CARDOSO,3412-2381,33078114,
0716012,VICTOR HUGO,Rua Dom Casmurro,Anil,S/N.º,,22753-390,5,5,"-22.9633394794873","-43.3382197978588",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Classe Especial/Realfabetização 2,1º Turno/2º Turno,N,ODILA HELENA SIQUEIRA SANTANNA,3392-1117/3415-5401,33078360,ELIZABETH DA COSTA MOURA
0716013,NATURALISTA AUGUSTO RUSCHI,Rua Soldado Luiz Gonzaga,Anil,S/N°,,22765-350,5.9,,"-22.9551080278142","-43.3411072081018",N,S,1º Ano/2º Ano/3º Ano/4º Ano - NCM,1º Turno/2º Turno,N,MARIA RITA PACHECO DA COSTA,3392-2978,33078181,SERGIANE FATIMA LOPES DE ALMEIDA
0716014,PROFESSORA HELENA LOPES ABRANCHES,Rua Acapori,Gardênia Azul,495,,22765-650,5.4,,"-22.9602345086366","-43.353062254045",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Aceleração 1/Pré-Escola/Realfabetização 1,1º Turno/2º Turno,N,LUCIANA LEBEIS PIRES TORRES,2427-6217,33078289,RITA DE CASSIA DA SILVA CAMILO
0716025,EDGARD WERNECK,Rua Mamoré,Freguesia,76,Fundos,22760-080,4.9,,"-22.938124296632","-43.3420825254567",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Aceleração 2A/Classe Especial/Pré-Escola/Realfabetização 1,1º Turno/2º Turno,N,ANA PAULA DA SILVA POVOAS,3392-0938/2424-4918,33077835,ANGELICA MEDEIROS REZENDE
0716026,MENEZES CORTES,Pça. José Alves De Azevedo,Freguesia,43,,22755-190,5,4.6,"-22.9421690968673","-43.3385950183672",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3,1º Turno/2º Turno,N,MIRIAM ALCIDES ROCHA DOS SANTOS,3415-1284/3415-5015,33078165,ADRIANA CORTES XAVIER
0716027,25 DE ABRIL,Rua Mamoré,Freguesia,78,,22760-080,,4.6,"-22.9376800163052","-43.3422042135422",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3/Classe Especial/Realfabetização 2,,N,ISABELA CARNEIRO TEIXEIRA DIAS,2424-4547/2424-4567,33077673,VIRGINIA DE SOUZA MONTEIRO
0716028,PAROQUIAL NOSSA SENHORA DO LORETO,Ladeira da Freguesia,Freguesia,S/N.º,,22760-090,7.1,,"-22.9383642667038","-43.3475512693181",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano,1º Turno/2º Turno,N,MARCIA ALELUIA,3392-0522/3327-4649,33078211,CARLA BISPO AZEVEDO
0716029,VIRGILIO VARZEA,Rua José Silva,Pechincha,155,,22743-080,5.9,,"-22.9320444748078","-43.3507552245117",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Pré-Escola/Realfabetização 1,1º Turno/2º Turno,N,IZA MARIA FRANCA GUIMARAES,3392-0952/2424-6512,33078378,PAULA ADRIANA AFONSO DOS SANTOS ANDRE
0716030,JULIANO MOREIRA,Rua Ministro Gabriel de Piza,Pechincha,544,,22770-360,,4.5,"-22.9410696915559","-43.3600023018054",N,S,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/PROJOVEM,,N,KELLY CRISTINA BARBOZA DA SILVA,3342-9119/3342-9164,33078050,AUREA SALETE SOUZA DOS GUARANYS
0716031,GENERAL JOAO MENDONCA LIMA,Rua Alberto Pasqualine,Pechincha,455,,22740-250,5.5,5.2,"-22.923054479222","-43.3541991157585",N,N,4º Ano/4º Ano - NCM/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3/Realfabetização 1,,N,ELIANE JUNQUEIRA DOS SANTOS,2424-2066/3392-2163,33077924,DEBORA LUCIA DE FREITAS MORAES LIRA
0716032,COMPOSITOR LUIZ GONZAGA,Rua Escritor Ubaldo Soares Filho,Freguesia,128,,22763-100,5.2,3.4,"-22.9491300552692","-43.3492588178032",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Classe Especial,,N,NILZA PORTELA PIRES DE CARVALHO  E ALBUQUERQUE,3342-9198,33077789,CAROLINA CORREA DE CARVALHO MENUCCI
0716033,RIO DAS PEDRAS,Estrada de Jacarepaguá,Rio das Pedras,3335,,22753-050,,3.4,"-22.9745409083628","-43.3359354524805",N,S,7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3,1º Turno/2º Turno,N,MONICA DE GUADALUPE SAIAGO PEREIRA,3328-8101/3388-5446/3388-5446/3328-8101/3414-8178/3414-8135/3414-8135/3414-8178,33078327,
0716034,ALINA DE BRITTO,Estr. Dos Bandeirantes,Curicica,4450,,22775-112,5.9,,"-22.9577279432356","-43.382582614125",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/Pré-Escola,1º Turno/2º Turno,N,MARIA HELENA BRUM,2434-0249/2434-8548,33077703,ROSA CRISTINA SOARES DE SOUZA ABRAHAO MOREIRA DA SILVA
0716035,SILVEIRA SAMPAIO,Rua José Perrota,Curicica,31,,22710-440,,4.2,"-22.9500676576298","-43.3901929371076",N,S,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Realfabetização 2,1º Turno/2º Turno,N,DINORAH DE ALMEIDA ROQUE,2434-0149/2434-0497,33077665,VALÉRIA RAMALHO PEIXOTO CUNHA
0716036,LINCOLN BICALHO ROQUE,Rua Iperó S/Nº,Curicica,,,22710-200,6,,"-22.9432766803089","-43.3839993442674",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano,1º Turno/2º Turno,N,MARILENA DE CASTRO SILVA,2427-9934,33078084,FERNANDA QUARESMA RIBEIRO DE OLIVEIRA
0716037,JULIO VERNE,Rua do Radialista,Taquara,196,,22740-150,,,"-22.9299881433512","-43.3631845279248",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola,1º Turno/2º Turno,N,ELIANE DI PAOLA PANARO OLIVEIRA,2424-8520,33078068,
0716038,PEDRO AMERICO,Pça. Sentinela,Taquara,12,,22715-040,5.1,,"-22.9244159624612","-43.3833421975395",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola,,N,SANDRA MARA PAES DE MELLO,2443-4791/2443-4843,33078238,RAQUELLY DOS SANTOS DALMANECK
0716039,VITOR MEIRELES,Rua Joaquim Inácio Filho,Taquara,29,,22770-620,6,,"-22.9356299731579","-43.3680082347331",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola,1º Turno/2º Turno/3º Turno/EJA,N,ROSIMERI DE SOUZA VALENCA DA FONSECA E SA,3342-9055/3342-9292,33078386,SONIA LOPES RIBEIRO SILVA
0716040,EUNICE WEAVER,Rua Da Tribuna,Taquara,47,,22715-120,,3.9,"-22.9239568798704","-43.3836702859788",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Realfabetização 2,1º Turno/2º Turno,N,,2443-4960/2443-4988,33077860,CLARICE MARIA SILVA CAMPOS
0716041,BARAO DA TAQUARA,Av. Nelson Cardoso,Taquara,1221,,22730-001,,3.9,"-22.9218605986608","-43.3710950061103",N,S,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Realfabetização 2,1º Turno/2º Turno,N,ROSA MARIA COELHO,2435-6787,33077746,MARILENE MACHADO
0716042,MARECHAL THAUMATURGO DE AZEVEDO,Rua Salinópolis,Taquara,191,,22720-000,6.3,,"-22.9168416629851","-43.3864753500166",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola,1º Turno/2º Turno,N,MARIA DA CONCEICAO DOS SANTOS BRITTO,3413-7419/3413-7693,33078130,JULIA TERESINHA GUERRA MAGALHAES
0716043,GASTAO MONTEIRO MOUTINHO,Rua dos Físicos,Taquara,520,,22723-540,5.6,,"-22.9112020745227","-43.390957420859",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Pré-Escola,,N,CELIA MARIA D ARAUJO,3413-7501,33077932,PATRICIA REGINA DE ASSIS CABRAL
0716044,JUAN MONTALVO,Av. Nelson Cardoso,Taquara,1.221,F,22730-001,5.4,,"-22.9222617162352","-43.3710160564697",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Pré-Escola/Realfabetização 1,1º Turno/2º Turno,N,MARIA LUIZA DE CASTRO MOUTELLA,3413-9782,33078033,LUCIANA ALCANTARA DE CARVALHO
0716045,GENERAL CARLOS CAETANO MIRAGAYA,Rua Salinópolis,Taquara,155,,,,4.9,"-22.917190103677","-43.3864430079468",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano,,N,SARA GUEDES CORREA DE AGUIAR,3413-7609/3413-7741,33077916,ANGELA MARIA BARBOZA DOS PRAZERES
0716046,PROFESSORA FELICIDADE DE MOURA CASTRO,Rua Moacir Campos,Taquara,S/N°,,22740-190,5.3,4,"-22.9313987039687","-43.3650966958385",N,N,6º Ano/7º Ano/8º Ano/9º Ano/Aceleração 2A,,N,ISABEL CRISTINA DE FREITAS MORAES CASTANHO,3392-7105/3392-4264,33078270,ADRIANA QUEIROZ SILVEIRA DE LIMA
0716047,GOVERNADOR CARLOS LACERDA,Rua Nacional,Taquara,320,,22710-090,,5.1,"-22.9286994573776","-43.3719787696295",S,N,7º Ano/8º Ano/9º Ano,,N,MONICA MARIA SARAIVA PEREIRA,2445-1815/2427-0626,33077940,MARIA DAS GRACAS MAIA DA SILVA
0716048,NELSON RODRIGUES,Rua Frei Luiz Alevato,Taquara,S/N°,,22710-320,,4.8,"-22.9348421756029","-43.3693539270844",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3,,N,MONICA CAMPOS MARANHÃO,3342-0759/3413-5771,33078190,MARIA LUIZA FONSECA JUSSIM
0716049,RENATO LEITE,Rua Carlos Pallut,Taquara,271,,22710-310,5.1,,"-22.933023254613","-43.3689223442879",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 1/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,1º Turno/2º Turno/3º Turno,N,VITOR HUGO ALMEIDA,3413-5016/3413-5166,33078319,FLAVIA GOMES DE PAULA
0716051,PROFESSOR AUGUSTO CONY,Av. Nelson Cardoso,Taquara,352,,22730-000,6.2,,"-22.9175312563251","-43.3643369129629",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano,1º Turno/2º Turno,N,PATRICIA REGINA DE FREITAS MORAES DO NASCIMENTO,2435-6285/2435-4550,33078254,TANIA PEREZ ALONSO
0716052,ROSA DO POVO,Rua Bogari,Taquara,65,,22725-440,4.9,4.3,"-22.913338085296","-43.3799043004477",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Classe Especial/Pré-Escola/Realfabetização 1,,N,MARCIA ELIZABETH NUNES DA MATTA VICENTE,3412-6931/2435-1255,33078335,CRISTIANE GUIMARAES ROCHA
0716053,PROFESSORA DYLA SYLVIA DE SA,Rua Alm. Paulo Moreira da Silva,Taquara,299,,22770-210,6.2,4.4,"-22.9369531653766","-43.3640270875702",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano/Pré-Escola/Realfabetização 1,,N,MARIA ANGELA GARCIA PINTO,3342-0942/3413-5362,33078262,
0716054,PIO X,Rua Serra Negra,Tanque,103,,22735-270,,5.2,"-22.9224962219173","-43.3618006576277",N,S,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2,,N,NEITE FRANCO GOMES BERTINE,3392-0902/2424-3509,33078246,GLORIA PIMENTEL CORREIA BOTELHO DE SOUZA
0716055,MAESTRO LORENZO FERNANDES,Rua São Calixto,Tanque,179,,22725-640,,,"-22.9130181526682","-43.3715751240544",N,N,1º Ano/2º Ano/3º Ano/Pré-Escola,1º Turno/2º Turno,N,QUITERIA LUCIA DOS SANTOS,2435-2023/2435-4266,33078106,ROSANA ANUNCIADA DE MIRANDA
0716056,NOEL NUTELS,Rua São Calixto,Tanque,509,,22725-640,5.4,4.5,"-22.9127153897695","-43.3713080437318",N,S,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Realfabetização 2,,N,VANESSA DE AGUIAR,2435-4011,33078203,SOLANGE MAIA SABINO
0716057,EMBAIXADOR DIAS CARNEIRO,Estr.da Covanca,Tanque,20,,22735-020,5,,"-22.9186039564568","-43.3598969970856",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Classe Especial/Pré-Escola/Realfabetização 1,1º Turno/2º Turno,N,MONICA BISPO PEDRO,2424-4050/2424-4377,33077843,ROSELI CRUZ DO NASCIMENTO CAMPISTA
0716059,HONDURAS,Pça. Barão da Taquara,Praça Seca,12,,21320-040,,,"-22.8964460780831","-43.3522925654454",N,S,1º Ano/2º Ano/3º Ano/4º Ano - NCM/Classe Especial/Pré-Escola/Realfabetização 1,1º Turno/2º Turno,N,JANDIRA BRAGA DIAS,3018-1383/3855-0095,33077967,MARCIA CRISTINA FERREIRA MAIA DO PATROCINIO
0716060,DOM ARMANDO LOMBARDI,Pça. Barão da Taquara,Praça Seca,45,,21320-040,6,,"-22.8979747124771","-43.3516086689549",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola,1º Turno/2º Turno,N,MARIA LUCIA DAS NEVES DIEDERICH NUNES,2452-5132/3855-0064,33077592,SIMONE MATOS DOS SANTOS DE ANDRADE
0716061,MORVAN DE FIGUEIREDO,Rua Barão,Praça Seca,207,,21321-620,5.2,,"-22.9027131545762","-43.3463068722606",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola/Realfabetização 1,1º Turno/2º Turno,N,ZENEIDE GERHARD SANTOS DE CASTRO,2464-1403,33078173,FABIANA CHALREO DA SILVA
0716062,JOSE JOAQUIM DE QUEIROZ JUNIOR,Rua Guararapes,Praça Seca,210,,21330-780,5.3,,"-22.8899820018973","-43.3546299434399",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Aceleração 1/Pré-Escola/Realfabetização 1,1º Turno/2º Turno,N,DELY PINTO NOGUEIRA,3357-0146/3833-2060,33078025,CLAUDIA NORAT DIAS
0716063,SOBRAL PINTO,Rua Barão,Praça Seca,1180,,21321-620,5.5,4.5,"-22.8966620779218","-43.353700732913",N,N,4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Realfabetização 2,1º Turno/2º Turno,N,FLAVIO GUIMARAES,3833-2109/3833-4542,33078351,
0716065,CARLOS DE LAET,Rua Das Camélias 292,Vila Valqueire,,,21330-200,6.2,,"-22.8795898885629","-43.3665013916521",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Aceleração 2A,1º Turno/2º Turno,N,MARIA GORETTE ALVARENGA SA FREIRE,2453-8615,33077762,MARIA ELISABETE DA ROCHA CARDOSO
0716066,JOSE ENRIQUE RODÓ,Rua Poços De Caldas,Vila Valqueire,209,,21321-570,5.7,,"-22.8863525582179","-43.3668558154376",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,1º Turno/2º Turno,N,NADIR LEAL DE OLIVEIRA SANTOS,2453-0002/2453-1188,33078017,MARCIA BARROS OLIVEIRA DE SOUZA
0716067,CANDIDO CAMPOS,Rua Aricanga,Vila Valqueire,310,,21330-130,,4.9,"-22.8815150813346","-43.3678726438707",N,S,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2,,N,LIOILZA DE SIQUEIRA MEDA,2453-3421/2453-8705,33077754,ROSMARI STYLIANOUDAKIS PESSANHA
0716068,MARIA DA SILVA FRANCA,Rua Antonio Carlos Paranhos,Vila Valqueire,S/Nº,,21321-340,6.7,,"-22.894841338124","-43.3664293448998",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,1º Turno/2º Turno,N,MARIA CELESTE LOPES DE MELO,2454-3421/2454-9112,33078149,ZILDA DA SILVA RIBEIRO TEIXEIRA
0716069,JORGE AMADO,Estrada De Jacarepaguá,Anil,3.145,,22753-043,,,"-22.9751917188715","-43.3282452243012",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/Pré-Escola/Realfabetização 1,,N,LEILA MARIA CAVALHEIRO MARTINS,3153-9283/3153-9351,33140090,
0716070,PROFESSORA MARIA THEREZINHA DE CARVALHO MACHADO,Rua Comandante Rubens Silva,Freguesia,949,,22750-053,,,"-22.94320526736","-43.3350003222161",N,S,Classe Especial/Pré-Escola,1º Turno/2º Turno,N,SORAIA PESSANHA TELLES,3413-1083,33142904,
0716071,POETA MÁRIO QUINTANA,Avenida Tenente Coronel Muniz de Aragão,Anil,896,,22765-005,,,"-22.9525435538871","-43.3463006907822",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/Pré-Escola/Realfabetização 1,1º Turno/2º Turno/3º Turno,N,MARIA DE FATIMA LISBOA,3432-8910/3432-8936,33142912,ELIZABETH MORAIS DA CUNHA
0716072,MADRE TEREZA DE CALCUTÁ,Rua Caungula,Curicica,15,,22775-410,,,"-22.9527173661467","-43.3764246056336",N,N,1º Ano/2º Ano/3º Ano/Classe Especial,,N,ANA LUCIA MENDES FERREIRA,2427-0300/2427-0111,33076804,VALERIA DE ARAUJO RELVAS
0716073,ROBERTO BURLE MARX,Rua AQuadra BPal 39.024                              Condomínio Rio  2,Jacarepaguá,,RIO 2,,6.6,6.6,"-22.9681377821634","-43.3894933563152",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano/Pré-Escola,,N,SARA DE CARVALHO CASTRO,2434-1698/2434-1903,33146268,HELOISA DE CARVALHO NARAZAKI
0716075,CLÁUDIO BESSERMAN VIANNA,Estrada de Jacarepaguá,Rio das Pedras - Jacarepaguá,3327,,,,,"-22.9728689801127","-43.3287817313742",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/Pré-Escola/Realfabetização 1,,N,MARIA DA SILVA DE JESUS MAIA,3415-5022,33158010,MARIA APARECIDA ROCHA DE CAMARGO ARAUJO
0716076,OCTAVIO FRIAS DE OLIVEIRA,Estrada de Jacarepaguá,Anil -Jacarepaguá,5679,,22753-033,5.7,,"-22.9575435148627","-43.3360430687352",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Aceleração 1/Pré-Escola/Realfabetização 1,1º Turno/2º Turno/3º Turno,N,ERIKA DA SILVA PEREIRA,3415-5023,33424217,MARISTELA BONILAURI MIGUEL
0716077,MARISA VARGAS MENEZES,Estrada de Jacarepaguá,Rio das Pedras,5011,,22753-045,,,"","",N,N,1º Ano/2º Ano/3º Ano,,N,WALQUINA SEDA MASCARENHAS,3415-5026,33167508,CARLA RAFFAELI VIAMONTE CUNHA
0716078,DOMINGOS PASCHOAL CEGALLA,,,,,,,,"","",,,,,N,MARCIA MARIA FERREIRA DOS SANTOS,,,
0716203,Nº 301,Estrada De Jacarepaguá,Rio Das Pedras,5.011,,22753-045,4.9,,"-22.9726104478975","-43.3347644413593",N,S,3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Aceleração 1/Aceleração 2A/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Realfabetização 1,,N,HELOISA MARIA MOREIRA TEIXEIRA,3415-5024,33076928,FLAVIA FRANCISCA DA SILVA
0716204,GOVERNADOR ROBERTO DA SILVEIRA,Estrada De Jacarepaguá,Rio Das Pedras,3145,,22753-043,5.3,,"-22.9745540596625","-43.3274779790266",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Aceleração 1/Aceleração 2A/Classe Especial/Pré-Escola/Realfabetização 1,1º Turno/2º Turno,N,DIRLENE BARROS DE OLIVEIRA,2494-3733/3153-9348,33076901,ELIZABETH DA SILVA GOMES DE ALMEIDA
